sistema,num_cicloe,calle_prin,calle_secu,colonia,alcaldia,latitud,longitud,sitio_de_e,estatus
Ecobici,3,Av. Paseo de la Reforma,Av. Insurgentes,Tabacalera,Cuauhtemoc,19.43163,-99.158547,Banqueta,Instalada
Ecobici,8,Av. Paseo de la Reforma,General Prim,Tabacalera,Cuauhtemoc,19.431256,-99.158153,Banqueta,Instalada
Ecobici,10,Av. Paseo de la Reforma,Ramirez,Tabacalera,Cuauhtemoc,19.433431,-99.155142,Banqueta,Instalada
Ecobici,41,Av. Paseo de la Reforma,Av. de la Republica,Tabacalera,Cuauhtemoc,19.43542,-99.150317,Banqueta,Instalada
Ecobici,506,Mar Mediterraneo,Mar Arabigo,Tacuba,Miguel Hidalgo,19.459553,-99.185111,Arroyo,Instalada
Ecobici,507,Mar Mediterraneo,Avenida Azcapotzalco,Tacuba,Miguel Hidalgo,19.460292,-99.188303,Arroyo,Instalada
Ecobici,370,Tlacoquemecatl,Av. Insurgentes,Tlacoquemecatl del Valle,Benito Juarez,19.378827,-99.176944,Arroyo,Instalada
Ecobici,371,Tlacoquemecatl,Capulin,Tlacoquemecatl del Valle,Benito Juarez,19.378546,-99.174297,Arroyo,Instalada
Ecobici,380,Moras,San Lorenzo,Tlacoquemecatl del Valle,Benito Juarez,19.374756,-99.173539,Arroyo,Instalada
Ecobici,381,San Lorenzo,Manzanas,Tlacoquemecatl del Valle,Benito Juarez,19.375495,-99.177819,Arroyo,Instalada
Ecobici,392,Patricio Sanz,Felix Cuevas,Tlacoquemecatl del Valle,Benito Juarez,19.373004,-99.174764,Arroyo,Instalada
Ecobici,393,Adolfo Prieto,Felix Cuevas,Tlacoquemecatl del Valle,Benito Juarez,19.373307,-99.172471,Arroyo,Instalada
Ecobici,528,Tlatilco,Av. Jardin,Tlatilco,Azcapotzalco,19.464966,-99.160413,Arroyo,Instalada
Ecobici,534,Tlatilco,Jazmin,Tlatilco,Azcapotzalco,19.45883,-99.164513,Arroyo,Instalada
Ecobici,535,Av. Jardin,Orqu<ed>dea,Tlatilco,Azcapotzalco,19.46173,-99.16225,Arroyo,Instalada
Ecobici,486,Izcoatl,Circuito Interior Melchor Ocampo,Tlaxpana,Miguel Hidalgo,19.437334,-99.169573,Arroyo,Instalada
Ecobici,487,Atzayacatl,Quetzalcoatl,Tlaxpana,Miguel Hidalgo,19.439741,-99.168901,Arroyo,Instalada
Ecobici,494,Tlaloc,Calzada Mexico Tacuba,Tlaxpana,Miguel Hidalgo,19.444053,-99.167429,Arroyo,Instalada
Ecobici,496,Maestro Rural,Jose Parres,Un Hogar para Nosotros,Miguel Hidalgo,19.449039,-99.170246,Arroyo,Instalada
Ecobici,522,Prolongacion Nueces,Av. Cuitlahuac,Unidad Habitacional Cuitl<e1>huac,Azcapotzalco,19.4705145,-99.1700615,Banqueta,Instalada
Ecobici,469,Bahia De La Concepcion,Bahia de Todos Los Santos,Veronica Anzures,Miguel Hidalgo,19.434183,-99.173089,Arroyo,Instalada
Ecobici,470,Bahia  de las Palmas,Bahia de Todos Los Santos,Veronica Anzures,Miguel Hidalgo,19.435039,-99.173879,Arroyo,Instalada
Ecobici,471,Bahia de Chachalacas,Bahia de Santa Barbara,Veronica Anzures,Miguel Hidalgo,19.436287,-99.174888,Arroyo,Instalada
Ecobici,472,Bahia  de Santa Barbara,Bahia de Ballenas,Veronica Anzures,Miguel Hidalgo,19.437667,-99.17711,Arroyo,Instalada
Ecobici,473,Bahia  del Espiritu Santo,Bahia de Banderas,Veronica Anzures,Miguel Hidalgo,19.438143,-99.17519,Arroyo,Instalada
Ecobici,616,Peten,Eje 5 Sur,Vertiz Narvarte,Benito Juarez,19.38483,-99.15363,Arroyo,Instalada
Ecobici,618,Bartolome R. Salido,Edzna,Vertiz Narvarte,Benito Juarez,19.381824,-99.148086,Arroyo,Instalada
Ecobici,626,San Borja,Peten,Vertiz Narvarte,Benito Juarez,19.382115,-99.153988,Arroyo,Instalada
Ecobici,627,San Borja,Av. Universidad,Vertiz Narvarte,Benito Juarez,19.382606,-99.156592,Arroyo,Instalada
Ecobici,523,Toronjil,Av. Cuitlahuac,Victoria de las Democracias,Azcapotzalco,19.47111,-99.1653,Arroyo,Instalada
Ecobici,697,Francisco Sosa,Tres Cruces,Villa Coyoacan,Coyoacan,19.349277,-99.164921,Arroyo,Instalada
Ecobici,698,Cda. Alberto Zamora,Av. Miguel Angel de Quevedo,Villa Coyoacan,Coyoacan,19.344855,-99.163575,Arroyo,Instalada
Ecobici,699,San Gregorio,Felipe Carrillo Puerto,Villa Coyoacan,Coyoacan,19.346895,-99.163868,Arroyo,Instalada
Ecobici,441,Puente Xoco,Real de Mayorazgo,Xoco,Benito Juarez,19.361213,-99.16752,Arroyo,Instalada
Ecobici,442,Real de Mayorazgo,Avenida Mexico-Coyoacan,Xoco,Benito Juarez,19.359863,-99.165065,Arroyo,Instalada
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
,,,,,,NA,NA,,
